"Subject_ID" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()"
8 "WALKING_DOWNSTAIRS" 0.283484089210526 -0.0211058674973684 -0.107598135394737 0.914023498421053 -0.187610243421053 -0.141817934963684 0.118938088342105 -0.0380193846210526 -0.0394356157631579 -0.121189625973684 -0.0500760173342105 0.114143855152368 -0.0349283489710526 -0.0534969692794737 -0.0867903297078947 0.176599311818421 0.176599311818421 0.262628490268421 0.0993429744078947 -0.126189142894737 0.136590199860526 0.388412779763158 0.159589756534211 0.214841402815789 0.220639687868421 0.0586096890447368 -0.130740445236842 0.0241393473736842 0.343826273105263 0.1337170395 -0.945766561578947 -0.941580934473684 -0.897190012631579 0.250143724521053 0.288140718789474 -0.0135136269 -0.258430885531579 0.0243131207736842 -0.129565242710526 -0.267887897328947 -0.0704526510842105 -0.1896044435 0.131337867236842 0.131337867236842 0.2534082561 -0.0466291872078947 -0.157484866842105 -0.0260463260078947 0.232184078052632 0.0214914840105263 0.172658982065789 0.273943791773684 -0.0846674186842105 -0.302735102631579 -0.0461356322868421 -0.268253406210526 -0.156141093578947 0.134734731236842 -0.255590314210526 -0.26298447 0.116090879026316 0.0277498065176316 0.301626757315789 0.331528459921053 -0.00036272967368421 -0.125179586744737
8 "WALKING_UPSTAIRS" 0.258880152048781 -0.0282415136341463 -0.11512211995122 0.860368718780488 -0.291341491707317 -0.192306960631707 0.0813816809395122 0.014120592097561 -0.0674583919268293 0.19270447595122 -0.204205356087805 -0.0724546025804878 -0.15544567414878 -0.027919577097561 -0.0534090382439024 0.121026629195122 0.121026629195122 -0.141494613465854 0.166447991 -0.400664014146341 -0.166411065387805 0.263431399878049 -0.0729496941121951 -0.200277249165854 -0.0257952590634146 -0.386655803658537 -0.240260761682927 -0.171712174634146 0.348768733170732 0.121187278790244 -0.926673287804878 -0.931032068536585 -0.876168930487805 -0.186618895268293 -0.0123501104926829 -0.447518179097561 -0.367428367219512 -0.0666980861414634 0.337526477436585 -0.40507069195122 -0.424675673414634 -0.430366658780488 -0.227200254219512 -0.227200254219512 -0.228296364146341 -0.109327923829268 -0.493975031707317 -0.175284990170732 0.30540146 0.133766193578049 -0.24733661795122 -0.0700821464439024 -0.508248316829268 -0.409955580780488 -0.0478802512585366 0.263202878429268 -0.409282851707317 -0.379266499780488 -0.183325647134146 -0.575733290731707 -0.113162144460976 0.16597418695122 -0.13026451905122 -0.131850567460976 -0.229610952609756 -0.46327057804878
9 "LAYING" 0.2591955368 -0.020526821662 -0.10754972144 -0.5802528348 -0.1191541962 0.9578730416 0.08807344764 0.011561732718 -0.0070536778584 -0.013632036148 -0.15890291983 0.101275010682 -0.10384667982 -0.027552256948 -0.0569490475 -0.9308684376 -0.9308684376 -0.9633745492 -0.9071250998 -0.964524819 -0.946865494 -0.9343665984 -0.9459190006 -0.964304065 -0.9640828062 -0.955909215 -0.930297921 -0.94233309 -0.9162927764 -0.9407072854 -0.9218210626 -0.9699944882 -0.9712046902 -0.9647404702 -0.9639966798 -0.958562455 -0.9422465098 -0.9266185314 -0.9615953704 -0.945329035 -0.9621702422 -0.9770761602 -0.91512680016 -0.91512680016 -0.9550268052 -0.8985578738 -0.9528015598 -0.9409810272 -0.9128367508 -0.9419711636 -0.9686013042 -0.966634136 -0.9597147176 -0.9463891504 -0.9231319366 -0.965686312 -0.921929738394 -0.9550947122 -0.9034005814 -0.9522904702 -0.9345796594 -0.9598150092 -0.9266042952 -0.9543205856 -0.9186053356 -0.9558062546
9 "SITTING" 0.24832674354 -0.02701677698 -0.07537846886 0.9163245106 -0.0414258228938 0.085263099144 0.077005006374 0.009817397262 -0.008674672651 -0.042328876778 -0.04142711812 0.0807919285908 -0.0930708106 -0.046663441472 -0.052841489994 -0.8933617176 -0.8933617176 -0.964383757 -0.9032355368 -0.9733641366 -0.959413594 -0.911683219 -0.8922013438 -0.9655962396 -0.9580073906 -0.9575269752 -0.950315237 -0.9572277914 -0.875141405 -0.83200187268 -0.9552804062 -0.94645197 -0.88585411242 -0.9645358564 -0.9567775448 -0.9618894376 -0.9590200492 -0.9191882264 -0.9301768338 -0.9645323452 -0.9719274472 -0.9687388914 -0.8637564342 -0.8637564342 -0.9517802432 -0.9066063206 -0.9663610734 -0.956903459 -0.86761360746 -0.818001834824 -0.9666604036 -0.9585229866 -0.9649413418 -0.9618360162 -0.910583361 -0.9341874784 -0.8691725114 -0.9493949814 -0.9064712292 -0.9659970148 -0.9396930078 -0.940312313 -0.8977181972 -0.9530504408 -0.9344377378 -0.9683155878
9 "STANDING" 0.280269075979381 -0.0189967581832887 -0.10360855985567 0.956254079793814 -0.0216685441518557 -0.0578646612389691 0.0730185778092784 0.0174420599421649 4.2693580515463e-05 -0.0568733633873196 -0.0617481486445361 0.1058823768 -0.0878686388783505 -0.038547133042268 -0.06066555174 -0.49106089989635 -0.49106089989635 -0.558997464505155 -0.58518100943299 -0.72345659556701 -0.608760841752577 -0.576468664639175 -0.571317885041237 -0.619081654226804 -0.643699344226804 -0.662855245051546 -0.631082556494845 -0.580440635257732 -0.543575784876289 -0.457550730917113 -0.98474417371134 -0.971860103505155 -0.944724598453608 -0.560814019835052 -0.59560388185567 -0.669938631649485 -0.682990514329897 -0.689267170618557 -0.578459600927835 -0.722814352474227 -0.74675315185567 -0.695335355154639 -0.637680634123711 -0.637680634123711 -0.61710607556701 -0.683905725154639 -0.769391483195876 -0.570392835113402 -0.555588905226804 -0.442090482311134 -0.541849698319484 -0.571611759804124 -0.675875469690722 -0.701013098969072 -0.700198695360825 -0.621912599381443 -0.711694135670103 -0.619827258659794 -0.724248352268041 -0.782278206082474 -0.677033487835052 -0.565562224237113 -0.609922792896907 -0.616734092680412 -0.70677399 -0.771869767113402
9 "WALKING_DOWNSTAIRS" 0.295923445 -0.0203994269075476 -0.0910278793952381 0.938417773333333 -0.0352304645104762 -0.082276174942619 0.130193043809524 -0.0206865965952381 0.00262568854761905 -0.0916383011071429 -0.0712598843142857 0.116804400690476 -0.094591202447619 -0.0597608334619048 -0.0678080598785714 0.145886357935714 0.145886357935714 -0.16237608927619 -0.168921400633333 -0.469028434047619 0.103128506197619 -0.183120455428571 -0.103705822657857 -0.0645354342404762 -0.313643041809524 -0.293677789595238 -0.325042890904762 0.213392270547619 -0.208310705504762 -0.00771530035714285 -0.952141220714286 -0.936306558809524 -0.876641297380952 0.017623342197619 -0.3094424725 -0.359513362761905 -0.396429197952381 -0.340765233142857 -0.279685150191905 -0.509669314047619 -0.448602451190476 -0.417239550952381 0.265120131365238 0.265120131365238 0.039907818552381 -0.322331464761905 -0.455855425238095 0.250488758869048 -0.273561385142857 -0.0349494927142857 0.00938224337142857 -0.355981821428571 -0.425377408333333 -0.423558773952381 -0.364282565714286 -0.356561471714286 0.0888671674047619 0.0705526138333333 -0.424170737142857 -0.485158906904762 -0.312512195452381 -0.250686586719048 0.222203941 0.00716877883571429 -0.347540226666667 -0.463172053809524
9 "WALKING_UPSTAIRS" 0.262436475714286 -0.0195101099975714 -0.125219003959184 0.902647777755102 -0.0377947824285714 -0.266009866857143 0.0692266245755102 0.00126612218367347 0.00766046602367347 -0.16396719 -0.0412587909579592 0.14569462592449 -0.0684689593355102 -0.0302797452408163 -0.0236327911183673 -0.260727581428571 -0.260727581428571 -0.440667540204082 -0.0833234490061224 -0.672840561836735 -0.342735952653061 -0.405022798163265 -0.384710423408163 -0.402044750408163 -0.608498592040816 -0.615125710612245 -0.313941631326531 -0.36144437755102 -0.302206203816327 -0.253434083542857 -0.954383557142857 -0.901317321632653 -0.89407107877551 -0.335291644693878 -0.586147012244898 -0.647296002040816 -0.343976630734694 -0.400859067959184 -0.138176481058776 -0.660419534285714 -0.708604774693878 -0.65711420122449 -0.400222037142857 -0.400222037142857 -0.445485397959184 -0.425839761428571 -0.748651255510204 -0.369815777346939 -0.297641062755102 -0.244081808302041 -0.327421989591837 -0.590112916530612 -0.677831082857143 -0.361626377102041 -0.352033091612245 -0.165554554220408 -0.509929461428571 -0.484935752040816 -0.456841325204082 -0.787781590816326 -0.499159202857143 -0.327698671183673 -0.372890348979592 -0.419533108571429 -0.531482693877551 -0.734159449387755
10 "LAYING" 0.280230574137931 -0.024294484137931 -0.117168642362069 -0.453069737586207 -0.139297681034483 -0.031121624137931 0.073815064487931 0.015698997097069 0.00716689586275862 -0.019555937162069 -0.0770325657265517 0.104720478344828 -0.100308254413793 -0.0388797920413793 -0.0590744912758621 -0.956781819655172 -0.956781819655172 -0.976234435172414 -0.937590998793103 -0.970830848965517 -0.96918420862069 -0.954341849137931 -0.964300845172414 -0.979014668793104 -0.968039173793103 -0.972592212931034 -0.953793912068965 -0.968283685 -0.946454302068966 -0.95947148637931 -0.954531941896552 -0.966701156034483 -0.963045642431035 -0.978007466724138 -0.966930793448276 -0.976256662586207 -0.961713199827586 -0.953660207586207 -0.971940597413793 -0.965900578103448 -0.966621040344828 -0.983949302758621 -0.940301654482759 -0.940301654482759 -0.967556980689655 -0.927471165517241 -0.959632931551724 -0.96796803862069 -0.946229148258621 -0.959813667810345 -0.978904364137931 -0.968120692241379 -0.978582339137931 -0.96454456637931 -0.953453496551724 -0.975298797068965 -0.944304974655172 -0.965377553448276 -0.933701315344828 -0.960772875517241 -0.954670034482759 -0.969755777241379 -0.950848109137931 -0.968561121551724 -0.937692642586207 -0.960976821551724
10 "SITTING" 0.270612056481481 -0.015042681852037 -0.104253238796296 0.791887198148148 -0.041260775 0.20253457287037 0.0775372505185185 0.00897875458703704 -0.00499566427666667 -0.0432432176851852 -0.0679993598888889 0.0745958869444444 -0.0931555026481481 -0.0411216540925926 -0.048941191502963 -0.96075719962963 -0.96075719962963 -0.988054237592593 -0.944202043703704 -0.993707487592593 -0.984943144259259 -0.9404502 -0.97464465462963 -0.989365013888889 -0.980962856111111 -0.986056767777778 -0.986477363333333 -0.982901825925926 -0.917979529962963 -0.967826981666667 -0.973128354074074 -0.935690006481481 -0.966898520555556 -0.988946414074074 -0.980756789814815 -0.988255803703704 -0.988873097222222 -0.984373304814815 -0.960445962037037 -0.992326657222222 -0.992584494814815 -0.990259813148148 -0.939669591481481 -0.939669591481481 -0.985209856296296 -0.963064577592593 -0.991696196481481 -0.982242427777778 -0.912838063018519 -0.966121042592593 -0.989550917407407 -0.982045591111111 -0.98911086 -0.989712360740741 -0.983579646666667 -0.962418559814815 -0.941511952777778 -0.983266741481482 -0.962459956111111 -0.991409100925926 -0.986179215555556 -0.96539546962963 -0.955281010740741 -0.985900801111111 -0.974459732592593 -0.992191529259259
10 "STANDING" 0.277701435979381 -0.0163507883309278 -0.108561524082474 0.958971860824742 -0.0653803982268041 0.0457513093804124 0.0836098299608247 0.00762892200649484 -0.0111074431902062 -0.00694449132701031 -0.0845523329271443 0.100748000465464 -0.114564696118557 -0.0452246969350515 -0.0598969972154639 -0.501440827728866 -0.501440827728866 -0.510271470121742 -0.507246929268041 -0.681353915979381 -0.502437751525773 -0.389679707913402 -0.658532671958763 -0.496059237173196 -0.410497791369794 -0.694553747525773 -0.570986500515464 -0.541457413639175 -0.429547514061856 -0.643145692783505 -0.982066811546392 -0.973063422783505 -0.958641541649485 -0.465940803608247 -0.385971081894845 -0.722485365051546 -0.648126523092784 -0.572011516597938 -0.527956560989691 -0.631108757319588 -0.721410279484536 -0.619375860412371 -0.526562542903093 -0.526562542903093 -0.411312572427835 -0.637203627216495 -0.711221583917526 -0.558630836938144 -0.489071890771134 -0.663375932886598 -0.482618358718247 -0.402097800587629 -0.749443655051546 -0.673294628041237 -0.546416631896907 -0.584290486907217 -0.631104491958763 -0.404449463655361 -0.691727602680412 -0.720611064226804 -0.624230165670103 -0.490643131378351 -0.477269131039175 -0.420457504536082 -0.650838277525773 -0.719437962680412
10 "WALKING_DOWNSTAIRS" 0.290401594315789 -0.0200050770710526 -0.110848597247368 0.939807421052632 -0.0646160768947368 0.0418715409263158 0.100959387447368 0.0107824902368421 0.000152617173684209 -0.124839594289474 -0.106742538831579 0.0724433685578947 -0.0643764005526316 -0.0489378053157895 -0.0720413112078947 0.250843769394737 0.250843769394737 0.0507010228431579 -0.0238468037578947 -0.401854311315789 0.215665273157895 0.00904660360263158 -0.157728357742105 0.181419131002632 -0.119504295573684 -0.240679035428947 -0.214350280079211 0.295733547631579 0.00407915363157895 -0.183557562032895 -0.939267613157895 -0.937003823684211 -0.902085224736842 0.223275806105263 -0.105020355562895 -0.318188417289474 -0.304745377026316 -0.311407525263158 -0.0353021837 -0.416986139210526 -0.471650977631579 -0.227137389605263 0.156998205421053 0.156998205421053 0.110877231263158 -0.280382850552632 -0.494105756315789 0.324957743157895 -0.0633337717526316 -0.268686170263158 0.156912678626316 -0.153355802565789 -0.396147929736842 -0.339514358157895 -0.343237004473684 -0.1503916379 -0.0616742840815789 0.0380266696789474 -0.387780104447368 -0.544988519210526 -0.272495710342105 0.0391366814342105 0.220115703368421 0.156978047052632 -0.312347510289474 -0.484196484736842
10 "WALKING_UPSTAIRS" 0.267121853404255 -0.0143854920340426 -0.118180420834043 0.931861027446809 -0.0565670278723404 0.0227527702016383 0.0648829303510638 0.0266314282191489 -0.0513375831851064 0.0733447168425532 -0.0954600216446809 0.0879664182957447 -0.157212539189362 -0.0372348522521277 -0.036502173787234 -0.0266623294757447 -0.0266623294757447 -0.262038042446809 0.0438573846851064 -0.523462968510638 -0.139410790617021 -0.0390688222212766 -0.301206408085106 -0.20121432216383 -0.206872839212766 -0.553230667234043 -0.218524716912766 -0.161591924234043 -0.00555287692765957 -0.0738744931340426 -0.959216072340425 -0.937039417446809 -0.864745838297872 -0.187220175510638 -0.177803083425532 -0.607520480212766 -0.308534708121277 0.0411724668680851 -0.320509332297872 -0.427291343617021 -0.60462905787234 -0.482244799361702 -0.211537480214383 -0.211537480214383 -0.226010197889362 -0.113062673542979 -0.618272355319149 -0.171957349438298 -0.051628469647234 -0.0342347233914894 -0.247598320858298 -0.202796129097872 -0.662894135319149 -0.34130162006383 0.171735785297872 -0.403822082765957 -0.361437534680851 -0.334365043829787 -0.166969377765957 -0.67129056212766 -0.235858986212766 -0.262763367170213 -0.166866721574468 -0.153553147382979 -0.265371689148936 -0.600582998297872
11 "LAYING" 0.280592970877193 -0.0176598052315789 -0.108786578070175 -0.134832031403509 0.943017941403509 0.112620189964912 0.0766645337017544 0.0122193853629825 0.00277690502070175 -0.0191743840136842 -0.041559989822807 0.152019015929825 -0.102297501877193 -0.0412391429298246 -0.0666957489649123 -0.980621180175439 -0.980621180175439 -0.983330628421053 -0.952523752105263 -0.990641248245614 -0.983801365614035 -0.971403935438596 -0.973576812807018 -0.984884874385965 -0.973882496666667 -0.979564844210526 -0.97618747122807 -0.98477733 -0.972196873859649 -0.971311176842105 -0.97956560245614 -0.990765579649123 -0.984192606315789 -0.985259108596491 -0.972777455263158 -0.982111784210526 -0.980836884561403 -0.982442644035088 -0.959897432807018 -0.981724838421053 -0.990845724736842 -0.986549063333333 -0.972891829473684 -0.972891829473684 -0.976504858596491 -0.954713182807018 -0.984476476666667 -0.985322211929825 -0.973589287368421 -0.971668077017544 -0.987122678245614 -0.973486716315789 -0.983302949122807 -0.982424585438596 -0.982660631754386 -0.963183902982456 -0.976037695614035 -0.975126531403509 -0.954849053508772 -0.983569468245614 -0.982640271929825 -0.961434420701754 -0.973994004561404 -0.976940774561403 -0.967093356491228 -0.985978837192982
11 "SITTING" 0.276590197358491 -0.0149195616754717 -0.112840218339623 0.871963798301887 0.213716305739623 0.188531695981132 0.0761777324716981 -0.000213838552075472 0.00833400761716981 -0.0399984915849057 -0.0755284478679245 0.0761739419056604 -0.0948423481320755 -0.0392813049264151 -0.0505395462396226 -0.961970763773585 -0.961970763773585 -0.97935563509434 -0.951884472075472 -0.989519031132076 -0.981481454339623 -0.934503182830189 -0.972855110377359 -0.980831750377358 -0.967454617735849 -0.981124861320755 -0.985106875471698 -0.982796562075472 -0.921402118113208 -0.968370181886792 -0.988069341132075 -0.949792572075472 -0.971661610754717 -0.980335163584906 -0.966766643396226 -0.983441609622641 -0.988164911509434 -0.982249040188679 -0.95284431245283 -0.990501518301887 -0.988554820188679 -0.981016044716981 -0.944581826415094 -0.944581826415094 -0.974511726792453 -0.959964488301887 -0.986256664716981 -0.983389810188679 -0.920047161698113 -0.967884390943396 -0.981607942075472 -0.968421475660377 -0.984349606792453 -0.989189512641509 -0.982137919056604 -0.956802766792453 -0.948521986037736 -0.972289134150943 -0.960711241886792 -0.985607229245283 -0.98263664490566 -0.954453821132075 -0.953066009056604 -0.975315331509434 -0.969799951132076 -0.987255972641509
11 "STANDING" 0.274435123867925 -0.01689211873 -0.107244844981132 0.95090067754717 -0.194769749622642 0.131013826330189 0.0798843804820755 0.0126107749980189 -0.00776965001801887 -0.0367608134358491 -0.0731868400481132 0.0829043126367406 -0.0952340988716981 -0.0461771802301887 -0.0423400084613208 -0.597162407264151 -0.597162407264151 -0.662566515566038 -0.669294955471698 -0.791550511886792 -0.661362910943396 -0.475744030021321 -0.781021241698113 -0.692309123113208 -0.568799924386792 -0.823780146226415 -0.720288923207547 -0.676525373018868 -0.456572254883019 -0.73270697990566 -0.987055109056604 -0.972806043490566 -0.973525200754717 -0.678596719528302 -0.535253431367925 -0.840140374056604 -0.766564775188679 -0.718922491792453 -0.676475822641509 -0.738960532075472 -0.852202813867925 -0.745989508301887 -0.706139352169811 -0.706139352169811 -0.662844075 -0.744016620471698 -0.859602211132075 -0.682834549433962 -0.480987000129245 -0.728326043584906 -0.693142678018868 -0.529775476361321 -0.855227218301887 -0.781823531226415 -0.693403046509434 -0.713049400377359 -0.760505566981132 -0.670437358301887 -0.767212766415094 -0.870546328679245 -0.770872966603774 -0.656558173207547 -0.690739001226415 -0.658280866981132 -0.775322938962264 -0.858802461509434
11 "WALKING_DOWNSTAIRS" 0.291605631956522 -0.0178097721219565 -0.111070149978261 0.941746406521739 -0.200321942608696 0.132371684891304 0.0897168657173913 0.0252274201521739 -0.0225208905847826 -0.12506869905 -0.0262775345369565 0.057524457376087 -0.0220916265065217 -0.0520272987304348 -0.0373048405934783 0.126227657258696 0.126227657258696 -0.198206139934783 -0.19788336026087 -0.599294760652174 0.0351937228130435 0.0247508134326087 -0.377624755652174 -0.120463004665217 -0.177479240097826 -0.530225529130435 -0.318777012804348 0.142456557034783 0.0708122725543478 -0.324026938043478 -0.954497498695652 -0.926310469565217 -0.925814906086956 -0.0834212653347826 -0.126816662141304 -0.579710482173913 -0.374069023580435 -0.495911719565217 -0.318959594782609 -0.53437494826087 -0.684593318695652 -0.480559152608696 0.0507743652521739 0.0507743652521739 -0.127017223413043 -0.339349828493478 -0.677750588478261 0.179906764395652 0.0262777181065217 -0.348626581521739 -0.12834163051087 -0.130443829826087 -0.628902742826087 -0.397722757934783 -0.481127494565217 -0.397220471086957 -0.137123060369565 -0.173661753717391 -0.380559426947826 -0.714229669347826 -0.528254524130435 -0.273459111956522 0.0902807576630435 -0.097454996626087 -0.456170108913043 -0.668340527608696
11 "WALKING_UPSTAIRS" 0.263775859277778 -0.0303157822055556 -0.106797216481481 0.892626155555556 -0.343576924814815 0.146633747092593 0.0968561683092593 -0.0132625289255556 -0.0151463896833333 -0.0820909701727778 -0.0566928808703704 0.0638054379968518 -0.0645245413759259 -0.0719834687944444 -0.046076149625 -0.132594623759259 -0.132594623759259 -0.509587701296296 -0.255048336944444 -0.757314813888889 -0.355348902222222 -0.254645206944444 -0.551742083518519 -0.495927371666667 -0.455317917037037 -0.765387905555556 -0.471782782222222 -0.238802959018519 -0.103167501868519 -0.203369399185185 -0.953463105740741 -0.924360832962963 -0.906933171111111 -0.452961683518519 -0.428119229814815 -0.785359167222222 -0.501331630185185 -0.28204453962963 -0.694658851666667 -0.660431336111111 -0.809459436666667 -0.777173388518518 -0.289592148148148 -0.289592148148148 -0.490485807222222 -0.377909862407407 -0.80112703962963 -0.198733655611111 -0.0885048145574074 -0.113701770190741 -0.458255021296296 -0.437276328518518 -0.803845087037037 -0.517811645740741 -0.153787850538889 -0.729928728518519 -0.376027878888889 -0.513703461481481 -0.381223382777778 -0.822428718888889 -0.581167154444444 -0.674671878518519 -0.336061027407407 -0.475928501666667 -0.55009966 -0.795986113703704
12 "LAYING" 0.260113433 -0.0175203917146667 -0.108160125666667 -0.3785920653 0.8033788345 0.2750431984 0.0854295393833333 0.00774408308 -0.0043714837772 -0.0146546807316667 -0.0835537350333333 0.14519184795 -0.0990402297166667 -0.0410675310833333 -0.0678909002816667 -0.9482046755 -0.9482046755 -0.969843834166667 -0.9308405935 -0.971067768833333 -0.956248487666667 -0.951265971 -0.954724801666667 -0.968742758833333 -0.963223332 -0.967149695166667 -0.9566538865 -0.95531868 -0.949072009333333 -0.9483338435 -0.936458309333333 -0.974396492666667 -0.9596439555 -0.969276283333333 -0.962639526833333 -0.970629308166667 -0.966090742 -0.953873893833333 -0.950157442166667 -0.9671982025 -0.965900370833333 -0.969953929666667 -0.936542686833333 -0.936542686833333 -0.962580915166667 -0.935725715833333 -0.962012018333333 -0.955207641833333 -0.9506400405 -0.948380833666667 -0.972820011166667 -0.964703656833333 -0.972713844666667 -0.969254585333333 -0.955343675666667 -0.956424382333333 -0.942133255166667 -0.961653004 -0.940373827666667 -0.961911612333333 -0.95256172 -0.9456732415 -0.9438674399 -0.962448418666667 -0.9454970225 -0.963949607166667
12 "SITTING" 0.275007224901961 -0.0157892988523529 -0.106307228960784 0.926228975490196 0.0830509010823529 0.0885640696078431 0.0771277656078431 0.0105990504054902 -0.0020457599227451 -0.0424159182941176 -0.0751980398235294 0.0728462158235294 -0.0941023489803922 -0.0387477474705882 -0.0515634091411765 -0.952176621372549 -0.952176621372549 -0.974734489803922 -0.941907240784314 -0.980392337647059 -0.97966614372549 -0.942768016862745 -0.954626628823529 -0.977109887058824 -0.964236191372549 -0.975551564117647 -0.968528985294118 -0.982568781960784 -0.92858124 -0.939661889019608 -0.985203642352941 -0.963641979215686 -0.956208629607843 -0.976494200784314 -0.964047461568627 -0.97911346627451 -0.974425351960784 -0.960497127647059 -0.951552533137255 -0.977329927254902 -0.979347830784314 -0.977138953921569 -0.947517100196078 -0.947517100196078 -0.972745892745098 -0.946769241568627 -0.978260535882353 -0.98399947745098 -0.926033975686275 -0.935916958235294 -0.977980349019608 -0.966538919607843 -0.981408871764706 -0.976339901372549 -0.959040695686274 -0.954769877647059 -0.950647188823529 -0.972951443333333 -0.948460978823529 -0.979256387058824 -0.963725248823529 -0.955718183921569 -0.955944253137255 -0.971715268627451 -0.958511866666667 -0.97848445372549
12 "STANDING" 0.277280983873874 -0.0162969539981982 -0.104461281990991 0.961622188018018 -0.190540172792793 -0.0379824258969369 0.0615358001990991 0.0144302972266667 -0.0020672669181982 -0.0635663887485586 -0.0539816780918919 0.0858410952614414 -0.0816924964189189 -0.0449613267684685 -0.0475870230146847 -0.563416969030631 -0.563416969030631 -0.597292592922523 -0.648384702666667 -0.765778172612613 -0.561103781851351 -0.544724676527928 -0.710757974954955 -0.57091224727027 -0.587563082071261 -0.755025070630631 -0.670330197927928 -0.59730459634955 -0.562619099102703 -0.690919603036036 -0.982520926486486 -0.967841425045045 -0.944372895495496 -0.540488130207207 -0.564104851074324 -0.76687222963964 -0.731676971981982 -0.719817040990991 -0.680006887765766 -0.701087532072072 -0.795562696216216 -0.751596060810811 -0.620701379288288 -0.620701379288288 -0.53817714245045 -0.654495367027027 -0.775872396576577 -0.612953537672973 -0.601078718315315 -0.706061936306306 -0.550121013585586 -0.568103310195045 -0.777303413423423 -0.753194968828829 -0.715677815855856 -0.71466042963964 -0.700622276036036 -0.536131322025225 -0.690019227567568 -0.783641393783784 -0.731870992342342 -0.666422012144144 -0.588415190172973 -0.541513701323423 -0.695215782882883 -0.782031255675676
12 "WALKING_DOWNSTAIRS" 0.281521097391304 -0.018084266865793 -0.10955593226087 0.949861980652174 -0.178702175434783 -0.0561050624630435 0.0621500251717391 -0.0119289154608696 0.00485262425869565 -0.112531564434783 -0.0427336692521739 0.0895434978391304 -0.0264668968652174 -0.0609177195869565 -0.0653239980021739 0.0183139429630435 0.0183139429630435 -0.107091019565217 -0.213351510686957 -0.442831079130435 0.0235049348717391 0.150510001156522 -0.402121221521739 -0.00701472271717392 0.00639406888695652 -0.451614324565217 -0.178856167345652 0.0424084916086956 0.11083534373913 -0.425017413478261 -0.959504017391304 -0.94329842826087 -0.935399348043478 0.00631914373913043 0.0629216671304348 -0.498655793478261 -0.362143061643478 -0.47628774326087 -0.337806681456522 -0.278608163891304 -0.517479109130435 -0.365232197456522 0.0972608274652174 0.0972608274652174 0.0655781271934783 -0.32045862629 -0.452449935 0.0483347068913043 0.016749510173913 -0.48739012673913 -0.072311431676087 0.0515123126413043 -0.544461425869565 -0.4223632375 -0.518923134565217 -0.448512990434783 -0.105124972078261 0.0420631251108696 -0.423553971956522 -0.486780424347826 -0.420631474130435 -0.212767364326087 0.148017269434783 0.0769968373 -0.344938419969565 -0.458227490826087
